persistence_tau_times_r,resource_equilibrium_over_K,resource_variance_per_unit_environment_variance,modified_variance,variance_change_percent,cv2_change_percent,consumer_variance_change_percent,resource_mean,modified_resource_mean,consumer_mean,modified_consumer_mean
51.41751827683925,0.22426666666666667,0.016415967116212474,0.017581690718346654,7.101157025241034,-13.248062809554739,14.259530482154116,0.22426666666666667,0.24918518518518515,0.4349278222222222,0.4677298216735253
54.116952654646376,0.22426666666666667,0.015621966919308552,0.01673468700199542,7.122791185222388,-13.230539139969844,14.32497680849043,0.22426666666666667,0.24918518518518515,0.4349278222222222,0.4677298216735253
56.958108107376866,0.22426666666666667,0.01486506228118966,0.015926930745525415,7.143383890691468,-13.2138590485399,14.387529637179753,0.22426666666666667,0.24918518518518515,0.4349278222222222,0.4677298216735253
59.94842503189409,0.22426666666666667,0.014143659230853999,0.015156767132737153,7.162982968884646,-13.197983795203417,14.44730018765723,0.22426666666666667,0.24918518518518515,0.4349278222222222,0.4677298216735253
63.09573444801933,0.22426666666666667,0.013456216808949085,0.014422593093841588,7.181634322730379,-13.182876198588367,14.504396967425158,0.22426666666666667,0.24918518518518515,0.4349278222222222,0.4677298216735253
66.40827850634841,0.22426666666666667,0.012801247188815638,0.013722857871397915,7.199381974183594,-13.168500600911258,14.558925679667656,0.22426666666666667,0.24918518518518515,0.4349278222222222,0.4677298216735253
69.89473207273487,0.22426666666666667,0.012177315501939097,0.013056063237339943,7.216268111480839,-13.154822829700485,14.610989151848619,0.22426666666666667,0.24918518518518515,0.4349278222222222,0.4677298216735253
73.56422544596414,0.22426666666666667,0.011583039412523621,0.012420763410505459,7.232333139401126,-13.141810157085065,14.660687283299767,0.22426666666666667,0.24918518518518515,0.4349278222222222,0.4677298216735253
77.4263682681127,0.22426666666666667,0.011017088480700427,0.011815564718612323,7.247615731784807,-13.129431257254275,14.708117009934663,0.22426666666666667,0.24918518518518515,0.4349278222222222,0.4677298216735253
81.49127469020745,0.22426666666666667,0.010478183349205642,0.011239125043662129,7.262152885635209,-13.117656162635448,14.753372284344346,0.22426666666666667,0.24918518518518515,0.4349278222222222,0.4677298216735253
85.76958985908941,0.22426666666666667,0.009965094784161388,0.01069015308527041,7.2759799762410315,-13.106456219244745,14.796544069648698,0.22426666666666667,0.24918518518518515,0.4349278222222222,0.4677298216735253
90.27251779484574,0.22426666666666667,0.009476642596831269,0.0101674074723789,7.289130812832423,-13.095804041605707,14.837720345594118,0.22426666666666667,0.24918518518518515,0.4349278222222222,0.4677298216735253
95.01185073181439,0.22426666666666667,0.009011694469860705,0.009669695750173042,7.301637694364804,-13.085673467564485,14.876986125495929,0.22426666666666667,0.24918518518518515,0.4349278222222222,0.4677298216735253
100.0,0.22426666666666667,0.008569164708514043,0.009195873265766723,7.313531465091372,-13.076039513275962,14.914423482732042,0.22426666666666667,0.24918518518518515,0.4349278222222222,0.4677298216735253
0.010000000000000002,0.2288,0.001357659453351324,0.001410338150897724,3.880111276532916,-15.857109866008322,0.4812351599158493,0.2288,0.25422222222222224,0.4411264,0.4739832098765432
0.010525002852777327,0.2288,0.0014287633631818795,0.001484181342225043,3.878737408253996,-15.858222699314261,0.4812407084084036,0.2288,0.25422222222222224,0.4411264,0.4739832098765432
0.011077568505097092,0.2288,0.001503581452315782,0.0015618796975971532,3.877292127512044,-15.859393376715246,0.4812468572744866,0.2288,0.25422222222222224,0.4411264,0.4739832098765432
0.011659144011798317,0.2288,0.0015823066760062047,0.0016436332713490362,3.875771762375546,-15.860624872475814,0.48125367161697685,0.2288,0.25422222222222224,0.4411264,0.4739832098765432
0.012271252398511897,0.2288,0.001665141897432874,0.0017296523661844108,3.874172456473035,-15.861920310256838,0.4812612236209324,0.2288,0.25422222222222224,0.4411264,0.4739832098765432
0.01291549665014884,0.2288,0.0017523003835207458,0.001820158043449922,3.872490160210762,-15.863282970229298,0.4812695933277267,0.2288,0.25422222222222224,0.4411264,0.4739832098765432
0.013593563908785255,0.2288,0.0018440063241005169,0.0019153826571515623,3.870720621625945,-15.864716296482973,0.48127886949413945,0.2288,0.25422222222222224,0.4411264,0.4739832098765432
0.014307229891937572,0.2288,0.0019404953753362202,0.0020155704126226218,3.8688593768688495,-15.866223904736232,0.4812891505463046,0.2288,0.25422222222222224,0.4411264,0.4739832098765432
0.015058363542798407,0.2288,0.0020420152283596536,0.0021209779507623564,3.866901740303552,-15.867809590354131,0.4813005456387298,0.2288,0.25422222222222224,0.4411264,0.4739832098765432
