example,omega,intervention,time,resource,consumer
1,0.15740545070390713,1,0.7999439451108048,0.402857372228637,0.6112822970186932
1,0.15740545070390713,1,0.8199425437385749,0.4028388985587962,0.611299706207458
1,0.15740545070390713,1,0.839941142366345,0.4028203988426389,0.6113170028875536
1,0.15740545070390713,1,0.8599397409941152,0.40280187325639083,0.6113341868907215
1,0.15740545070390713,1,0.8799383396218853,0.4027833219764557,0.6113512580498253
1,0.15740545070390713,1,0.8999369382496554,0.4027647451794141,0.6113682161988524
1,0.15740545070390713,1,0.9199355368774256,0.40274614304202183,0.6113850611729156
1,0.15740545070390713,1,0.9399341355051957,0.4027275157412088,0.6114017928082542
1,0.15740545070390713,1,0.9599327341329658,0.40270886345407714,0.6114184109422363
1,0.15740545070390713,1,0.9799313327607359,0.40269018635790005,0.6114349154133593
1,0.15740545070390713,1,0.9999299313885059,0.4026714846301203,0.6114513060612522
1,0.15740545070390713,1,1.0199285300162761,0.4026527584483488,0.6114675827266766
1,0.15740545070390713,1,1.0399271286440461,0.4026340079903631,0.6114837452515284
1,0.15740545070390713,1,1.0599257272718163,0.4026152334341059,0.6114997934788391
1,0.15740545070390713,1,1.0799243258995865,0.4025964349576837,0.6115157272527773
1,0.15740545070390713,1,1.0999229245273565,0.40257761273936554,0.61153154641865
1,0.15740545070390713,1,1.1199215231551267,0.40255876695758114,0.6115472508229044
1,0.15740545070390713,1,1.139920121782897,0.4025398977909198,0.6115628403131287
1,0.15740545070390713,1,1.159918720410667,0.4025210054181289,0.611578314738054
1,0.15740545070390713,1,1.179917319038437,0.4025020900181124,0.6115936739475554
1,0.15740545070390713,1,1.1999159176662073,0.4024831517699293,0.6116089177926535
1,0.15740545070390713,1,1.2199145162939773,0.40246419085279267,0.6116240461255157
1,0.15740545070390713,1,1.2399131149217475,0.4024452074460675,0.6116390587994575
1,0.15740545070390713,1,1.2599117135495175,0.4024262017292699,0.611653955668944
1,0.15740545070390713,1,1.2799103121772877,0.4024071738820654,0.611668736589591
1,0.15740545070390713,1,1.2999089108050579,0.40238812408426755,0.6116834014181664
1,0.15740545070390713,1,1.3199075094328279,0.40236905251583643,0.6116979500125915
1,0.15740545070390713,1,1.339906108060598,0.40234995935687734,0.6117123822319426
1,0.15740545070390713,1,1.359904706688368,0.40233084478763936,0.6117266979364514
1,0.15740545070390713,1,1.3799033053161383,0.4023117089885138,0.6117408969875073
1,0.15740545070390713,1,1.3999019039439085,0.402292552140033,0.6117549792476581
1,0.15740545070390713,1,1.4199005025716784,0.40227337442286865,0.6117689445806112
1,0.15740545070390713,1,1.4398991011994486,0.4022541760178305,0.6117827928512349
1,0.15740545070390713,1,1.4598976998272188,0.402234957105865,0.6117965239255599
1,0.15740545070390713,1,1.4798962984549888,0.4022157178680537,0.6118101376707802
1,0.15740545070390713,1,1.499894897082759,0.40219645848561214,0.6118236339552542
1,0.15740545070390713,1,1.5198934957105292,0.40217717913988804,0.6118370126485063
1,0.15740545070390713,1,1.5398920943382992,0.4021578800123602,0.6118502736212277
1,0.15740545070390713,1,1.5598906929660694,0.4021385612846369,0.6118634167452777
1,0.15740545070390713,1,1.5798892915938394,0.4021192231384545,0.6118764418936847
1,0.15740545070390713,1,1.5998878902216096,0.4020998657556762,0.6118893489406477
1,0.15740545070390713,1,1.6198864888493798,0.4020804893182904,0.6119021377615371
1,0.15740545070390713,1,1.6398850874771498,0.40206109400840945,0.6119148082328959
1,0.15740545070390713,1,1.65988368610492,0.4020416800082681,0.6119273602324408
1,0.15740545070390713,1,1.67988228473269,0.4020222475002223,0.6119397936390631
1,0.15740545070390713,1,1.6998808833604602,0.40200279666674754,0.6119521083328304
1,0.15740545070390713,1,1.7198794819882304,0.4019833276904376,0.611964304194987
1,0.15740545070390713,1,1.7398780806160004,0.4019638407540031,0.6119763811079552
1,0.15740545070390713,1,1.7598766792437706,0.40194433604027013,0.6119883389553362
1,0.15740545070390713,1,1.7798752778715408,0.4019248137321787,0.6120001776219116
1,0.15740545070390713,1,1.7998738764993107,0.4019052740127816,0.612011896993644
1,0.15740545070390713,1,1.819872475127081,0.40188571706524273,0.6120234969576779
1,0.15740545070390713,1,1.8398710737548511,0.40186614307283586,0.612034977402341
1,0.15740545070390713,1,1.8598696723826211,0.4018465522189431,0.6120463382171452
1,0.15740545070390713,1,1.8798682710103913,0.4018269446870537,0.6120575792927873
1,0.15740545070390713,1,1.8998668696381613,0.40180732066076247,0.6120687005211501
1,0.15740545070390713,1,1.9198654682659315,0.40178768032376844,0.6120797017953038
1,0.15740545070390713,1,1.9398640668937017,0.4017680238598735,0.6120905830095059
1,0.15740545070390713,1,1.9598626655214717,0.4017483514529808,0.6121013440592031
1,0.15740545070390713,1,1.979861264149242,0.4017286632870938,0.6121119848410318
1,0.15740545070390713,1,1.9998598627770119,0.4017089595463143,0.612122505252819
1,0.15740545070390713,1,2.019858461404782,0.40168924041484155,0.6121329051935832
1,0.15740545070390713,1,2.0398570600325523,0.40166950607697055,0.6121431845635356
1,0.15740545070390713,1,2.0598556586603225,0.4016497567170908,0.6121533432640802
1,0.15740545070390713,1,2.0798542572880923,0.4016299925196848,0.6121633811978158
1,0.15740545070390713,1,2.0998528559158625,0.40161021366932675,0.6121732982685356
1,0.15740545070390713,1,2.1198514545436327,0.40159042035068115,0.612183094381229
1,0.15740545070390713,1,2.139850053171403,0.40157061274850137,0.6121927694420819
1,0.15740545070390713,1,2.159848651799173,0.40155079104762825,0.6122023233584777
1,0.15740545070390713,1,2.1798472504269433,0.40153095543298883,0.6122117560389981
1,0.15740545070390713,1,2.199845849054713,0.4015111060895949,0.6122210673934239
1,0.15740545070390713,1,2.2198444476824832,0.4014912432025414,0.6122302573327355
1,0.15740545070390713,1,2.2398430463102534,0.40147136695700547,0.6122393257691141
1,0.15740545070390713,1,2.2598416449380236,0.40145147753824467,0.6122482726159423
1,0.15740545070390713,1,2.279840243565794,0.40143157513159583,0.6122570977878045
1,0.15740545070390713,1,2.2998388421935636,0.4014116599224736,0.6122658012004881
1,0.15740545070390713,1,2.319837440821334,0.4013917320963689,0.612274382770984
1,0.15740545070390713,1,2.339836039449104,0.40137179183884797,0.6122828424174873
1,0.15740545070390713,1,2.359834638076874,0.4013518393355506,0.6122911800593981
1,0.15740545070390713,1,2.3798332367046444,0.40133187477218873,0.6122993956173219
1,0.15740545070390713,1,2.3998318353324146,0.40131189833454545,0.6123074890130709
1,0.15740545070390713,1,2.4198304339601844,0.40129191020847327,0.6123154601696637
1,0.15740545070390713,1,2.4398290325879546,0.40127191057989287,0.6123233090113266
1,0.15740545070390713,1,2.459827631215725,0.40125189963479174,0.6123310354634944
1,0.15740545070390713,1,2.479826229843495,0.4012318775592228,0.6123386394528106
1,0.15740545070390713,1,2.499824828471265,0.401211844539303,0.612346120907128
1,0.15740545070390713,1,2.519823427099035,0.4011918007612119,0.6123534797555095
1,0.15740545070390713,1,2.539822025726805,0.4011717464111905,0.6123607159282286
1,0.15740545070390713,1,2.5598206243545754,0.4011516816755396,0.6123678293567701
1,0.15740545070390713,1,2.5798192229823456,0.4011316067406186,0.6123748199738306
1,0.15740545070390713,1,2.5998178216101158,0.40111152179284404,0.6123816877133188
1,0.15740545070390713,1,2.6198164202378855,0.4010914270186884,0.6123884325103565
1,0.15740545070390713,1,2.6398150188656557,0.4010713226046785,0.6123950543012786
1,0.15740545070390713,1,2.659813617493426,0.4010512087373943,0.6124015530236342
1,0.15740545070390713,1,2.679812216121196,0.4010310856034675,0.6124079286161865
1,0.15740545070390713,1,2.6998108147489663,0.4010109533895801,0.6124141810189139
1,0.15740545070390713,1,2.719809413376736,0.40099081228246314,0.6124203101730099
1,0.15740545070390713,1,2.7398080120045063,0.40097066246889523,0.612426316020884
1,0.15740545070390713,1,2.7598066106322765,0.4009505041357013,0.612432198506162
1,0.15740545070390713,1,2.7798052092600467,0.40093033746975126,0.6124379575736865
1,0.15740545070390713,1,2.799803807887817,0.40091016265795837,0.612443593169517
1,0.15740545070390713,1,2.819802406515587,0.4008899798872782,0.6124491052409309
1,0.15740545070390713,1,2.839801005143357,0.4008697893447071,0.6124544937364235
1,0.15740545070390713,1,2.859799603771127,0.40084959121728087,0.6124597586057083
1,0.15740545070390713,1,2.8797982023988973,0.40082938569207355,0.6124648997997181
1,0.15740545070390713,1,2.8997968010266675,0.4008091729561958,0.6124699172706044
1,0.15740545070390713,1,2.9197953996544377,0.40078895319679364,0.6124748109717384
1,0.15740545070390713,1,2.9397939982822074,0.40076872660104723,0.6124795808577113
1,0.15740545070390713,1,2.9597925969099776,0.4007484933561694,0.6124842268843341
1,0.15740545070390713,1,2.979791195537748,0.40072825364940423,0.6124887490086389
1,0.15740545070390713,1,2.999789794165518,0.4007080076680259,0.6124931471888784
1,0.15740545070390713,1,3.0197883927932883,0.40068775559933706,0.6124974213845263
1,0.15740545070390713,1,3.0397869914210585,0.4006674976306677,0.6125015715562782
1,0.15740545070390713,1,3.059785590048828,0.4006472339493738,0.6125055976660508
1,0.15740545070390713,1,3.0797841886765984,0.40062696474283577,0.6125094996769835
1,0.15740545070390713,1,3.0997827873043686,0.40060669019845735,0.6125132775534374
1,0.15740545070390713,1,3.119781385932139,0.4005864105036641,0.6125169312609965
1,0.15740545070390713,1,3.139779984559909,0.4005661258459021,0.6125204607664673
1,0.15740545070390713,1,3.159778583187679,0.4005458364126367,0.6125238660378792
1,0.15740545070390713,1,3.179777181815449,0.40052554239135085,0.6125271470444851
1,0.15740545070390713,1,3.199775780443219,0.4005052439695442,0.612530303756761
1,0.15740545070390713,1,3.2197743790709894,0.4004849413347314,0.6125333361464065
1,0.15740545070390713,1,3.2397729776987596,0.400464634674441,0.6125362441863449
1,0.15740545070390713,1,3.2597715763265294,0.4004443241762139,0.6125390278507236
1,0.15740545070390713,1,3.2797701749542996,0.4004240100276022,0.6125416871149136
1,0.15740545070390713,1,3.2997687735820698,0.40040369241616763,0.6125442219555106
1,0.15740545070390713,1,3.31976737220984,0.4003833715294804,0.6125466323503341
1,0.15740545070390713,1,3.33976597083761,0.4003630475551178,0.6125489182784285
1,0.15740545070390713,1,3.35976456946538,0.4003427206806629,0.6125510797200623
1,0.15740545070390713,1,3.37976316809315,0.4003223910937031,0.6125531166567287
1,0.15740545070390713,1,3.3997617667209203,0.4003020589818288,0.6125550290711459
1,0.15740545070390713,1,3.4197603653486905,0.4002817245326323,0.6125568169472565
1,0.15740545070390713,1,3.4397589639764607,0.400261387933706,0.6125584802702281
1,0.15740545070390713,1,3.459757562604231,0.40024104937264166,0.6125600190264531
1,0.15740545070390713,1,3.4797561612320007,0.40022070903702844,0.6125614332035487
1,0.15740545070390713,1,3.499754759859771,0.4002003671144521,0.6125627227903573
1,0.15740545070390713,1,3.519753358487541,0.4001800237924933,0.6125638877769458
1,0.15740545070390713,1,3.5397519571153113,0.4001596792587264,0.6125649281546064
1,0.15740545070390713,1,3.5597505557430815,0.4001393337007182,0.6125658439158559
1,0.15740545070390713,1,3.5797491543708513,0.4001189873060264,0.6125666350544362
1,0.15740545070390713,1,3.5997477529986215,0.4000986402621985,0.6125673015653139
1,0.15740545070390713,1,3.6197463516263917,0.4000782927567703,0.6125678434446804
1,0.15740545070390713,1,3.639744950254162,0.4000579449772647,0.6125682606899518
1,0.15740545070390713,1,3.659743548881932,0.4000375971111902,0.6125685532997691
1,0.15740545070390713,1,3.6797421475097023,0.4000172493460397,0.6125687212739975
1,0.15740545070390713,1,3.699740746137472,0.3999969018692892,0.6125687646137269
1,0.15740545070390713,1,3.7197393447652423,0.3999765548683963,0.6125686833212715
1,0.15740545070390713,1,3.7397379433930125,0.399956208530799,0.6125684774001696
1,0.15740545070390713,1,3.7597365420207827,0.39993586304391443,0.6125681468551839
1,0.15740545070390713,1,3.779735140648553,0.3999155185951373,0.6125676916923009
1,0.15740545070390713,1,3.7997337392763226,0.39989517537183883,0.6125671119187307
1,0.15740545070390713,1,3.819732337904093,0.3998748335613653,0.6125664075429075
1,0.15740545070390713,1,3.839730936531863,0.39985449335103657,0.6125655785744886
1,0.15740545070390713,1,3.8597295351596332,0.39983415492814506,0.6125646250243546
1,0.15740545070390713,1,3.8797281337874034,0.3998138184799543,0.6125635469046095
1,0.15740545070390713,1,3.899726732415173,0.3997934841936974,0.6125623442285796
1,0.15740545070390713,1,3.9197253310429434,0.3997731522565761,0.6125610170108142
1,0.15740545070390713,1,3.9397239296707136,0.3997528228557592,0.6125595652670851
1,0.15740545070390713,1,3.959722528298484,0.3997324961783812,0.6125579890143859
1,0.15740545070390713,1,3.979721126926254,0.3997121724115411,0.6125562882709321
1,0.15740545070390713,1,3.9997197255540238,0.39969185174230115,0.6125544630561612
1,0.15740545070390713,1,4.019718324181794,0.39967153435768527,0.6125525133907317
1,0.15740545070390713,1,4.039716922809564,0.39965122044467793,0.6125504392965231
1,0.15740545070390713,1,4.059715521437334,0.39963091019022284,0.6125482407966358
1,0.15740545070390713,1,4.079714120065105,0.3996106037812215,0.6125459179153905
1,0.15740545070390713,1,4.099712718692874,0.39959030140453194,0.6125434706783279
1,0.15740545070390713,1,4.119711317320645,0.39957000324696745,0.6125408991122087
1,0.15740545070390713,1,4.139709915948415,0.3995497094952952,0.6125382032450126
1,0.15740545070390713,1,4.1597085145761845,0.399529420336235,0.6125353831059386
1,0.15740545070390713,1,4.179707113203955,0.3995091359564578,0.6125324387254042
1,0.15740545070390713,1,4.199705711831725,0.3994888565425846,0.6125293701350452
1,0.15740545070390713,1,4.219704310459496,0.3994685822811849,0.6125261773677151
1,0.15740545070390713,1,4.239702909087265,0.3994483133587757,0.612522860457485
1,0.15740545070390713,1,4.259701507715036,0.3994280499618198,0.612519419439643
1,0.15740545070390713,1,4.279700106342806,0.39940779227672485,0.6125158543506937
1,0.15740545070390713,1,4.2996987049705755,0.3993875404898417,0.6125121652283577
1,0.15740545070390713,1,4.319697303598346,0.3993672947874634,0.6125083521115716
1,0.15740545070390713,1,4.339695902226116,0.39934705535582365,0.6125044150404869
1,0.15740545070390713,1,4.3596945008538865,0.3993268223810955,0.61250035405647
1,0.15740545070390713,1,4.379693099481656,0.3993065960493903,0.6124961692021013
1,0.15740545070390713,1,4.399691698109426,0.39928637654675597,0.6124918605211751
1,0.15740545070390713,1,4.419690296737197,0.3992661640591761,0.6124874280586988
1,0.15740545070390713,1,4.4396888953649665,0.3992459587725683,0.6124828718608927
1,0.15740545070390713,1,4.459687493992737,0.3992257608727831,0.6124781919751889
1,0.15740545070390713,1,4.479686092620507,0.3992055705456026,0.6124733884502314
1,0.15740545070390713,1,4.499684691248277,0.399185387976739,0.6124684613358748
1,0.15740545070390713,1,4.519683289876047,0.39916521335183364,0.6124634106831848
1,0.15740545070390713,1,4.539681888503817,0.39914504685645524,0.6124582365444362
1,0.15740545070390713,1,4.559680487131588,0.39912488867609897,0.6124529389731137
1,0.15740545070390713,1,4.5796790857593574,0.3991047389961849,0.6124475180239103
1,0.15740545070390713,1,4.599677684387127,0.3990845980020569,0.6124419737527271
1,0.15740545070390713,1,4.619676283014898,0.39906446587898103,0.6124363062166728
1,0.15740545070390713,1,4.639674881642668,0.39904434281214457,0.6124305154740626
1,0.15740545070390713,1,4.659673480270438,0.39902422898665446,0.6124246015844179
1,0.15740545070390713,1,4.679672078898208,0.3990041245875361,0.6124185646084657
1,0.15740545070390713,1,4.699670677525978,0.398984029799732,0.6124124046081374
1,0.15740545070390713,1,4.719669276153748,0.39896394480810066,0.6124061216465689
1,0.15740545070390713,1,4.739667874781518,0.39894386979741486,0.6123997157880994
1,0.15740545070390713,1,4.759666473409289,0.39892380495236074,0.6123931870982704
1,0.15740545070390713,1,4.779665072037059,0.3989037504575363,0.6123865356438258
1,0.15740545070390713,1,4.799663670664829,0.39888370649745014,0.6123797614927106
1,0.15740545070390713,1,4.819662269292599,0.3988636732565202,0.61237286471407
1,0.15740545070390713,1,4.839660867920369,0.3988436509190725,0.6123658453782493
1,0.15740545070390713,1,4.859659466548139,0.3988236396693394,0.6123587035567927
1,0.15740545070390713,1,4.879658065175909,0.39880363969145904,0.6123514393224421
1,0.15740545070390713,1,4.89965666380368,0.3987836511694734,0.6123440527491373
1,0.15740545070390713,1,4.91965526243145,0.3987636742873273,0.6123365439120145
1,0.15740545070390713,1,4.939653861059219,0.398743709228867,0.6123289128874057
1,0.15740545070390713,1,4.95965245968699,0.3987237561778389,0.6123211597528376
1,0.15740545070390713,1,4.97965105831476,0.39870381531788834,0.6123132845870315
1,0.15740545070390713,1,4.99964965694253,0.3986838868325582,0.6123052874699014
1,0.15740545070390713,1,5.0196482555703,0.3986639709052875,0.6122971684825541
1,0.15740545070390713,1,5.03964685419807,0.39864406771941036,0.6122889277072877
1,0.15740545070390713,1,5.0596454528258406,0.3986241774581544,0.612280565227591
1,0.15740545070390713,1,5.07964405145361,0.3986043003046398,0.6122720811281426
1,0.15740545070390713,1,5.099642650081381,0.39858443644187747,0.61226347549481
1,0.15740545070390713,1,5.119641248709151,0.39856458605276834,0.6122547484146486
1,0.15740545070390713,1,5.1396398473369205,0.39854474932010164,0.6122458999759006
1,0.15740545070390713,1,5.159638445964691,0.3985249264265538,0.6122369302679948
1,0.15740545070390713,1,5.179637044592461,0.398505117554687,0.6122278393815445
1,0.15740545070390713,1,5.1996356432202315,0.39848532288694805,0.6122186274083476
1,0.15740545070390713,1,5.219634241848001,0.39846554260566697,0.6122092944413852
1,0.15740545070390713,1,5.239632840475771,0.39844577689305566,0.6121998405748202
1,0.15740545070390713,1,5.259631439103542,0.3984260259312067,0.6121902659039974
1,0.15740545070390713,1,5.2796300377313115,0.398406289902092,0.6121805705254412
1,0.15740545070390713,1,5.299628636359082,0.3983865689875615,0.6121707545368554
1,0.15740545070390713,1,5.319627234986852,0.39836686336934185,0.6121608180371222
1,0.15740545070390713,1,5.339625833614622,0.39834717322903523,0.6121507611263006
1,0.15740545070390713,1,5.359624432242392,0.39832749874811785,0.6121405839056261
1,0.15740545070390713,1,5.379623030870162,0.3983078401079388,0.6121302864775089
1,0.15740545070390713,1,5.399621629497933,0.3982881974897187,0.6121198689455334
1,0.15740545070390713,1,5.419620228125702,0.3982685710745485,0.6121093314144567
1,0.15740545070390713,1,5.439618826753472,0.39824896104338786,0.6120986739902078
1,0.15740545070390713,1,5.459617425381243,0.39822936757706434,0.6120878967798864
1,0.15740545070390713,1,5.479616024009013,0.3982097908562717,0.6120769998917617
1,0.15740545070390713,1,5.499614622636783,0.39819023106156876,0.6120659834352714
1,0.15740545070390713,1,5.519613221264553,0.39817068837337816,0.6120548475210207
1,0.15740545070390713,1,5.539611819892324,0.39815116297198494,0.6120435922607806
1,0.15740545070390713,1,5.559610418520093,0.3981316550375353,0.6120322177674875
1,0.15740545070390713,1,5.579609017147863,0.39811216475003525,0.6120207241552414
1,0.15740545070390713,1,5.599607615775634,0.3980926922893495,0.612009111539305
1,0.15740545070390713,1,5.619606214403404,0.39807323783519993,0.6119973800361026
1,0.15740545070390713,1,5.639604813031174,0.39805380156716436,0.6119855297632186
1,0.15740545070390713,1,5.659603411658944,0.3980343836646753,0.6119735608393966
1,0.15740545070390713,1,5.679602010286714,0.3980149843070187,0.611961473384538
1,0.15740545070390713,1,5.699600608914484,0.39799560367333253,0.6119492675197007
1,0.15740545070390713,1,5.719599207542254,0.39797624194260556,0.6119369433670981
1,0.15740545070390713,1,5.739597806170025,0.397956899293676,0.6119245010500978
1,0.15740545070390713,1,5.7595964047977946,0.3979375759052304,0.6119119406932199
1,0.15740545070390713,1,5.779595003425564,0.397918271955802,0.6118992624221362
1,0.15740545070390713,1,5.799593602053335,0.39789898762376974,0.6118864663636691
1,0.15740545070390713,1,5.819592200681105,0.3978797230873569,0.6118735526457895
1,0.15740545070390713,1,5.839590799308875,0.3978604785246298,0.6118605213976162
1,0.15740545070390713,1,5.859589397936645,0.39784125411349636,0.6118473727494143
1,0.15740545070390713,1,5.879587996564415,0.39782205003170495,0.6118341068325939
1,0.15740545070390713,1,5.8995865951921855,0.3978028664568431,0.6118207237797089
1,0.15740545070390713,1,5.919585193819955,0.39778370356633613,0.6118072237244553
1,0.15740545070390713,1,5.939583792447726,0.397764561537446,0.6117936068016702
1,0.15740545070390713,1,5.959582391075496,0.39774544054726974,0.6117798731473302
1,0.15740545070390713,1,5.9795809897032655,0.3977263407727385,0.6117660228985501
1,0.15740545070390713,1,5.999579588331036,0.39770726239061593,0.6117520561935815
1,0.15740545070390713,1,6.019578186958806,0.3976882055774972,0.6117379731718117
1,0.15740545070390713,1,6.0395767855865765,0.3976691705098074,0.6117237739737613
1,0.15740545070390713,1,6.059575384214346,0.39765015736380044,0.6117094587410842
1,0.15740545070390713,1,6.079573982842117,0.3976311663155577,0.6116950276165649
1,0.15740545070390713,1,6.099572581469887,0.3976121975409868,0.6116804807441177
1,0.15740545070390713,1,6.119571180097656,0.3975932512158202,0.6116658182687853
1,0.15740545070390713,1,6.139569778725427,0.3975743275156139,0.6116510403367369
1,0.15740545070390713,1,6.159568377353197,0.3975554266157463,0.6116361470952669
1,0.15740545070390713,1,6.1795669759809675,0.39753654869141675,0.6116211386927938
1,0.15740545070390713,1,6.199565574608737,0.3975176939176444,0.611606015278858
1,0.15740545070390713,1,6.219564173236507,0.3974988624692667,0.611590777004121
1,0.15740545070390713,1,6.239562771864278,0.39748005452093826,0.6115754240203632
1,0.15740545070390713,1,6.259561370492047,0.3974612702471296,0.6115599564804829
1,0.15740545070390713,1,6.279559969119818,0.39744250982212576,0.6115443745384945
1,0.15740545070390713,1,6.299558567747588,0.39742377342002494,0.6115286783495271
1,0.15740545070390713,1,6.319557166375358,0.3974050612147374,0.6115128680698226
1,0.15740545070390713,1,6.339555765003128,0.397386373379984,0.6114969438567347
1,0.15740545070390713,1,6.359554363630898,0.397367710089295,0.6114809058687266
1,0.15740545070390713,1,6.379552962258669,0.39734907151600873,0.6114647542653702
1,0.15740545070390713,1,6.399551560886438,0.3973304578332703,0.6114484892073437
1,0.15740545070390713,1,6.419550159514208,0.3973118692140304,0.6114321108564308
1,0.15740545070390713,1,6.439548758141979,0.3972933058310438,0.6114156193755181
1,0.15740545070390713,1,6.459547356769749,0.39727476785686816,0.6113990149285945
1,0.15740545070390713,1,6.479545955397519,0.39725625546386295,0.6113822976807488
1,0.15740545070390713,1,6.499544554025289,0.39723776882418776,0.6113654677981684
1,0.15740545070390713,1,6.519543152653059,0.39721930810980133,0.6113485254481374
1,0.15740545070390713,1,6.539541751280829,0.39720087349246014,0.6113314707990354
1,0.15740545070390713,1,6.559540349908599,0.397182465143717,0.611314304020335
1,0.15740545070390713,1,6.57953894853637,0.3971640832349201,0.611297025282601
1,0.15740545070390713,1,6.5995375471641395,0.3971457279372112,0.611279634757488
1,0.15740545070390713,1,6.619536145791909,0.39712739942152486,0.6112621326177391
1,0.15740545070390713,1,6.63953474441968,0.3971090978585869,0.611244519037184
1,0.15740545070390713,1,6.65953334304745,0.39709082341891305,0.6112267941907372
1,0.15740545070390713,1,6.67953194167522,0.3970725762728078,0.6112089582543965
1,0.15740545070390713,1,6.69953054030299,0.397054356590363,0.6111910114052409
1,0.15740545070390713,1,6.71952913893076,0.39703616454145657,0.6111729538214292
1,0.15740545070390713,1,6.7395277375585305,0.39701800029575146,0.6111547856821979
1,0.15740545070390713,1,6.7595263361863,0.39699986402269394,0.6111365071678597
1,0.15740545070390713,1,6.779524934814071,0.3969817558915126,0.6111181184598015
1,0.15740545070390713,1,6.799523533441841,0.39696367607121696,0.6110996197404824
1,0.15740545070390713,1,6.819522132069611,0.3969456247305963,0.6110810111934325
1,0.15740545070390713,1,6.839520730697381,0.39692760203821814,0.6110622930032504
1,0.15740545070390713,1,6.859519329325151,0.39690960816242715,0.611043465355602
1,0.15740545070390713,1,6.8795179279529215,0.3968916432713438,0.6110245284372179
1,0.15740545070390713,1,6.899516526580691,0.396873707532863,0.6110054824358923
1,0.15740545070390713,1,6.919515125208462,0.39685580111465285,0.6109863275404805
1,0.15740545070390713,1,6.939513723836232,0.3968379241841534,0.6109670639408977
1,0.15740545070390713,1,6.959512322464001,0.3968200769085754,0.6109476918281165
1,0.15740545070390713,1,6.979510921091772,0.39680225945489883,0.610928211394165
1,0.15740545070390713,1,6.999509519719542,0.3967844719898717,0.6109086228321255
1,0.15740545070390713,1,7.0195081183473125,0.3967667146800089,0.6108889263361321
1,0.15740545070390713,1,7.039506716975082,0.39674898769159067,0.6108691221013689
1,0.15740545070390713,1,7.059505315602852,0.3967312911906614,0.6108492103240679
1,0.15740545070390713,1,7.079503914230623,0.3967136253430285,0.6108291912015074
1,0.15740545070390713,1,7.099502512858392,0.39669599031426084,0.6108090649320095
